景点名称,景点地址,设施名称,设施类型,设施地址,距离（米）
陶然亭公园,太平街19号,速8酒店(北京南站店),酒店,永外车站路20号南站幸福路,607
陶然亭公园,太平街19号,景瑄酒店(北京南站永定门外地铁站店),酒店,幸福路甲58号,616
陶然亭公园,太平街19号,京能酒店和风绿洲酒店(北京南站店),酒店,永外彭庄甲58号,625
陶然亭公园,太平街19号,胜家酒店(北京南站陶然亭地铁站店),酒店,陶然亭路12号京都瑞成大厦4层,584
陶然亭公园,太平街19号,金泰绿洲大酒店(北京南站店),酒店,永外彭庄甲58号,625
陶然亭公园,太平街19号,金泰之家酒店(北京南站店),酒店,永外彭庄甲58号,643
陶然亭公园,太平街19号,汉庭酒店(北京前门陶然亭店),酒店,陶然亭黑窑厂18号楼,726
陶然亭公园,太平街19号,北京永鑫宾馆,酒店,幸福三巷,657
陶然亭公园,太平街19号,北京佳伟来福宾馆,酒店,南站幸福路东庄小区20号楼,672
陶然亭公园,太平街19号,红龙宾馆(陶然亭店),酒店,陶然亭路12-5号(陶然亭地铁站C东南口步行390米),543
陶然亭公园,太平街19号,米家青年酒店(北京南站店),酒店,右外东庄21号楼,707
陶然亭公园,太平街19号,如家酒店(北京南站陶然亭公园店),酒店,黑窑厂东街10号,744
陶然亭公园,太平街19号,陶然大厦,酒店,马家堡路1号,749
陶然亭公园,太平街19号,国信宾馆,酒店,燕京南街与太平街交叉口东20米,510
陶然亭公园,太平街19号,三元梅园(陶然亭公园店),饭店,太平街19号陶然亭公园西码头对面,279
陶然亭公园,太平街19号,陶然餐厅,饭店,西太平街19号陶然亭公园北门内,297
陶然亭公园,太平街19号,窑台茶馆·四合院会议·活动,饭店,陶然亭公园北门,324
陶然亭公园,太平街19号,琢心社·私宴,饭店,太平街19号,378
陶然亭公园,太平街19号,茶室(陶然花园店),饭店,太平街19号陶然亭公园宝月楼一楼,385
陶然亭公园,太平街19号,宝月楼(陶然花园店),饭店,太平街19号陶然亭公园,385
陶然亭公园,太平街19号,宝月楼食府,饭店,太平街路19号陶然花园院内,392
陶然亭公园,太平街19号,小院酒馆,饭店,龙爪槐胡同10号,401
陶然亭公园,太平街19号,伊穆清西北滩羊宴南二环店,饭店,永外车站路6号伊穆清西北滩羊宴南二环店,440
陶然亭公园,太平街19号,兰州牛肉面(右安门东滨河路店),饭店,右安门东滨河路与南二环出口交叉口东南20米,446
陶然亭公园,太平街19号,鱼说海,饭店,右安门东滨河路与南二环出口交叉口东南20米,447
陶然亭公园,太平街19号,阿龙福缘徽菜馆,饭店,陶然亭龙泉胡同3号,464
陶然亭公园,太平街19号,山西风味(第2档口-香谷美食城店),饭店,永外车站路与右安门东滨河路交叉口西南40米,465
陶然亭公园,太平街19号,澄茶(陶然亭公园店),饭店,[],477
陶然亭公园,太平街19号,晏悦老天桥熏鸡酱肉(陶然亭一店),饭店,陶然亭公园北门旁,494
陶然亭公园,太平街19号,陶然轩烤鸭店,饭店,黑窑厂1号楼1门,497
陶然亭公园,太平街19号,每日一饼烧饼夹里脊,饭店,黑窑厂小区,501
陶然亭公园,太平街19号,饼呱呱·烧饼夹里脊,饭店,黑窑厂小区,501
陶然亭公园,太平街19号,京小碗,饭店,龙泉胡同1号,504
陶然亭公园,太平街19号,南来顺烤肉(陶然亭店),饭店,黑窑厂小区1号楼,505
正阳门,前门大街北端(前门地铁站A东北口步行90米),宜尚酒店(北京天安门广场前门地铁站店),酒店,前门大街甲2号(前门地铁站E2北口旁),208
正阳门,前门大街北端(前门地铁站A东北口步行90米),观旗宾馆(北京天安门广场店),酒店,前门西大街正阳市场1号楼(距离前门地铁站100米),261
正阳门,前门大街北端(前门地铁站A东北口步行90米),升旗宾馆(北京天安门广场前门地铁站店),酒店,前门大街甲2号(地铁2号线B口出即到),216
正阳门,前门大街北端(前门地铁站A东北口步行90米),M·酒店(北京天安门广场前门地铁站店),酒店,前门大街2号B1-1层108A、2-3层,251
正阳门,前门大街北端(前门地铁站A东北口步行90米),鑫龙宾馆(北京前门天安门广场店),酒店,前门大街甲2号3层(前门地铁站E2北口旁),201
正阳门,前门大街北端(前门地铁站A东北口步行90米),无印良品酒店北京,酒店,煤市街廊房头条21号院北京坊W2号楼B1层,309
正阳门,前门大街北端(前门地铁站A东北口步行90米),朗丽兹酒店(北京天安门广场前门地铁站店),酒店,西河沿街39号(前门地铁站C西南口步行300米),326
正阳门,前门大街北端(前门地铁站A东北口步行90米),国帅宾馆,酒店,前门西大街正阳市场2号楼(前门地铁站C西南口步行460米),336
正阳门,前门大街北端(前门地铁站A东北口步行90米),前门观旗宾馆(北京前门地铁站店),酒店,前门东大街18号(前门地铁站E2北口步行250米),370
正阳门,前门大街北端(前门地铁站A东北口步行90米),橙芷·秋果酒店(北京天安门广场店),酒店,长巷二条1号1层101号2层3层,353
正阳门,前门大街北端(前门地铁站A东北口步行90米),北京楠树草堂酒店(天安门广场前门地铁站店),酒店,西打磨厂街224号(前门地铁站G东南口步行170米),389
正阳门,前门大街北端(前门地铁站A东北口步行90米),人民大会堂宾馆,酒店,西交民巷甲19号,420
正阳门,前门大街北端(前门地铁站A东北口步行90米),北京前门十二间四合院,酒店,煤市街西河沿大街100号(前门地铁站C西南口步行340米),366
正阳门,前门大街北端(前门地铁站A东北口步行90米),速8精选酒店(北京天安门前门西河沿店),酒店,前门西河沿街67号(前门地铁站C西南口步行400米),413
正阳门,前门大街北端(前门地铁站A东北口步行90米),如家商旅酒店(北京前门地铁站北京坊店),酒店,前门西河沿街114号(前门地铁站C西南口步行380米),427
正阳门,前门大街北端(前门地铁站A东北口步行90米),FlagRaisingHotel,酒店,前门东路与崇文门西河沿交叉口北20米(前门地铁站E2北口旁),218
正阳门,前门大街北端(前门地铁站A东北口步行90米),北京京韵十七筑四合院酒店,酒店,排子胡同38号(前门地铁站C西南口步行390米),426
正阳门,前门大街北端(前门地铁站A东北口步行90米),皓阳宾馆(北京前门天安门广场店),酒店,前门西大街正阳市场4号楼,470
正阳门,前门大街北端(前门地铁站A东北口步行90米),可米酒店(北京前门店),酒店,前门西河沿53号(前门地铁站C西南口步行340米),364
正阳门,前门大街北端(前门地铁站A东北口步行90米),北京天安门广场便宜坊酒店(前门大街店),酒店,鲜鱼口街65-77号(前门地铁站G东南口步行310米),492
正阳门,前门大街北端(前门地铁站A东北口步行90米),庆丰包子铺(广场东侧路店),饭店,东交民巷44号(前门地铁站A东北口步行360米),199
正阳门,前门大街北端(前门地铁站A东北口步行90米),金满山老北京铜锅涮肉(金达商场店),饭店,前门大街甲2号1幢1层(前门地铁站E2北口旁),205
正阳门,前门大街北端(前门地铁站A东北口步行90米),肯德基(前门东大街店),饭店,前门东大街甲2号一层至地下一层(前门地铁站E2北口旁),209
正阳门,前门大街北端(前门地铁站A东北口步行90米),前门大街夜市,饭店,前门大街2号(前门地铁站I西南口步行80米),225
正阳门,前门大街北端(前门地铁站A东北口步行90米),灯影包子,饭店,杜莎夫人蜡像馆前门大街店西门北160米,233
正阳门,前门大街北端(前门地铁站A东北口步行90米),蜜雪冰城(天安门店),饭店,前门西大街正阳市场1号楼1层106,237
正阳门,前门大街北端(前门地铁站A东北口步行90米),面爱面(前门店),饭店,前门西大街正阳市场1号楼1层106,241
正阳门,前门大街北端(前门地铁站A东北口步行90米),护国寺小吃,饭店,前门大街与步行街交叉口东北100米,243
正阳门,前门大街北端(前门地铁站A东北口步行90米),月盛斋(前门店),饭店,前门大街1-1号(大北照相馆对面),246
正阳门,前门大街北端(前门地铁站A东北口步行90米),正阳炸酱面·烤鸭·京味菜(前门大街店),饭店,北京城区前门大街2号B1一层107(前门地铁站I西南口旁),246
正阳门,前门大街北端(前门地铁站A东北口步行90米),东门涮肉(前门店),饭店,前门大街与步行街交叉口西北100米,250
正阳门,前门大街北端(前门地铁站A东北口步行90米),星巴克臻选(北京前门大街店),饭店,前门大街1-1号(前门地铁站I西南口步行70米),253
正阳门,前门大街北端(前门地铁站A东北口步行90米),喜茶(北京前门大街店),饭店,前门大街2号一层103,260
正阳门,前门大街北端(前门地铁站A东北口步行90米),温鼎府·海鲜火锅(前门23号院店),饭店,前门东大街前门23号院内(正阳门东10米),268
正阳门,前门大街北端(前门地铁站A东北口步行90米),京福巷烤鸭(东方街区店),饭店,前门大街2号一层116,269
正阳门,前门大街北端(前门地铁站A东北口步行90米),川湘菜馆(后河沿胡同店),饭店,前门西河沿街31后门(前门地铁站C西南口步行350米),282
正阳门,前门大街北端(前门地铁站A东北口步行90米),北冰洋,饭店,前门御食园左侧(前门地铁站I西南口步行140米),290
正阳门,前门大街北端(前门地铁站A东北口步行90米),京帮炸酱面·烤鸭,饭店,前门大街号(前门地铁站I西南口步行140米),293
正阳门,前门大街北端(前门地铁站A东北口步行90米),STARBUCKS RESERVE(北京坊),饭店,前门廊房头条21号院北京坊L3层,300
正阳门,前门大街北端(前门地铁站A东北口步行90米),星巴克臻选(北京坊旗舰店),饭店,廊房头条21号院北京坊W1(前门地铁站I西南口步行220米),300
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),内蒙古大厦,酒店,崇文门内大街2号,176
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京大华路宾馆(王府井店),酒店,"大华路4号(崇文门地铁站北348米,近同仁医院西门)",175
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京天邻旅馆(崇文门同仁医院店),酒店,"崇内大街船板胡同77号(距地铁崇文门站50米,近同仁医院)",175
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京新侨饭店,酒店,崇文门西大街1号(崇文门地铁站A2西北口旁),360
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北平北京站青年旅舍(北京东单地铁站店),酒店,八宝楼胡同12号(苏州胡同2号楼北面),276
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),汉庭北京同仁医院崇文门地铁站酒店,酒店,船板胡同47号(崇文门地铁站F东北口步行270米),359
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),雅悦酒店,酒店,东交民巷4号(崇文门地铁站E西北口步行210米),355
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),内蒙古大厦大堂,酒店,八宝楼胡同与苏州胡同交叉口西北40米,183
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京窄巷福院精品客栈,酒店,三源胡同29号(东单地铁站G东南口步行430米),308
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京市永乐旅馆(同仁医院东区店),酒店,船板胡同59号(崇文门地铁站F东北口步行270米),303
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京烽联宾馆,酒店,东交民巷8号(崇文门地铁站A1西北口步行130米),357
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),红棉旅馆,酒店,庆平胡同42号(近同仁医院、协和医院、距地铁崇文门站400米),367
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),崇文门饭店,酒店,崇文门西大街2号,507
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京木语清居四合院酒店(同仁医院店),酒店,庆平胡同15号(崇文门地铁站F东北口步行440米),420
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),玺院茗园四合院(同仁医院分店),酒店,治国胡同10号院(崇文门地铁站F东北口步行480米),428
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京天赐福院四合院酒店,酒店,西镇江胡同10号(崇文门地铁站F东北口步行360米),401
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),海友北京同仁医院崇文门地铁站店酒店,酒店,西镇江胡同4号(崇文门地铁站F东北口步行430米),451
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京庆平旅馆,酒店,庆平胡同19号(崇文门地铁站F东北口步行500米),390
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京东方君悦大酒店,酒店,东长安街1号,589
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京新侨饭店B座,酒店,崇文门西大街1号新侨饭店(崇文门地铁站E西北口步行110米),346
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),华新快餐店,饭店,崇文门内大街9号东单公园(崇文门地铁站E西北口步行340米),147
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),库迪咖啡(北京医院店),饭店,东单大华路1号北京医院门诊楼B1层(门诊楼餐厅内),154
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),宏状元(崇文门店),饭店,大华路4号北京医院东门(崇文门地铁站E西北口步行320米),165
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),内蒙古大厦,饭店,崇文门内大街2号,176
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),家常菜,饭店,船板胡同东交民巷小学西侧约40米,176
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),内蒙古驻京办餐厅,饭店,崇文门内大街2号内蒙古大厦3层,183
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北京医院-快餐厅,饭店,东单大华路1号北京医院内(崇文门地铁站E西北口步行370米),196
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),首都医科大学附属北京同仁医院西区职工餐厅,饭店,东交民巷1号首都医科大学附属北京同仁医院门诊楼5F层,263
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),杭州小吃(崇文门内大街),饭店,崇文门内大街8号同仁医院东区南侧,293
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),北平花园·东单咖啡馆,饭店,南八宝胡同与苏州胡同交叉口北40米,294
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),新侨三宝乐西餐厅(崇文门总店),饭店,门外街道崇文门内大街东交民巷二号(新侨饭店),349
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),星巴克(民生金融中心店),饭店,建国门内大街28号民生金融中心C座1层C08-A单元,352
东单公园,崇文门内大街9号(东单地铁站H西南口步行380米),唐宫·粤菜海鲜(新侨店),饭店,东郊民巷2号新侨饭店2-3楼(同仁医院北京医院),360
